FID,ogc_fid,education_sector,entity_type,school_no,school_name,school_type,school_status,_address_line_1,_address_line_2,address_town,address_state,address_postcode,_postal_address_line_1,_postal_address_line_2,postal_town,postal_state,postal_postcode,full_phone_no,lga_id,lga_name,x,y,wkb_geometry
vic_school_locations_2019.1760,1760,Catholic,2,1277,Our Lady of the Sacred Heart School,Primary,O,18 Box Street,,MERBEIN,VIC,3505,PO Box 416,,MERBEIN,VIC,3505,03 5025 2258,478,Mildura (RC),142.0531,-34.1669,MULTIPOINT ((-34.16685700087713 142.053086))
vic_school_locations_2019.1761,1761,Catholic,2,1280,St Francis Xavier School,Primary,O,8 Park Street,,FRANKSTON,VIC,3199,PO Box 5159,,FRANKSTON SOUTH,VIC,3199,03 9783 3424,217,Frankston (C),145.1262,-38.1488,MULTIPOINT ((-38.14879945091675 145.1262013))
vic_school_locations_2019.1762,1762,Catholic,2,1287,Our Lady of Sion College,Secondary,O,1065 Whitehorse Road,,BOX HILL,VIC,3128,PO Box 254,,KERRIMUIR,VIC,3129,03 9890 9097,698,Whitehorse (C),145.1299,-37.8183,MULTIPOINT ((-37.81834800091412 145.129918))
vic_school_locations_2019.1763,1763,Catholic,2,1289,St Gabriel's School,Primary,O,237 Spring Street,,RESERVOIR,VIC,3073,237 Spring Street,,RESERVOIR,VIC,3073,03 9469 3513,189,Darebin (C),145.0051,-37.718,MULTIPOINT ((-37.7180190009133 145.005121))
vic_school_locations_2019.1764,1764,Catholic,2,1291,St Paul's School,Primary,O,122 Jasper Road,,BENTLEIGH,VIC,3204,122 Jasper Road,,BENTLEIGH,VIC,3204,03 9557 7130,231,Glen Eira (C),145.0415,-37.9228,MULTIPOINT ((-37.92282600091498 145.041466))
vic_school_locations_2019.1765,1765,Catholic,2,1292,St Joseph's School,Primary,O,544 Balcombe Road,,BLACK ROCK,VIC,3193,544 Balcombe Road,,BLACK ROCK,VIC,3193,03 9589 4685,91,Bayside (C),145.0232,-37.9759,MULTIPOINT ((-37.9759150009154 145.02316399999998))
vic_school_locations_2019.1766,1766,Catholic,2,1299,Salesian College,Secondary,O,Rupertswood,1 Macedon Street,SUNBURY,VIC,3429,Rupertswood,1 Macedon Street,SUNBURY,VIC,3429,03 9744 0000,327,Hume (C),144.739,-37.5726,MULTIPOINT ((-37.572644000912106 144.73903))
vic_school_locations_2019.1767,1767,Catholic,2,1301,St Patrick's School,Primary,O,2 Merrick Street,,STRATFORD,VIC,3862,2 Merrick Street,,STRATFORD,VIC,3862,03 5145 6463,681,Wellington (S),147.0777,-37.9673,MULTIPOINT ((-37.967260000915324 147.077678))
vic_school_locations_2019.1768,1768,Independent,2,1304,Kingswood College,Pri/Sec,O,355 Station Street,,BOX HILL,VIC,3128,355 Station Street,,BOX HILL,VIC,3128,03 9896 1700,698,Whitehorse (C),145.1186,-37.8328,MULTIPOINT ((-37.83277700091424 145.118628))
vic_school_locations_2019.1769,1769,Catholic,2,1309,St Joseph's School,Primary,O,58 Waterloo Road,,TRAFALGAR,VIC,3824,Private Bag 3,,TRAFALGAR,VIC,3824,03 5633 1151,83,Baw Baw (S),146.1522,-38.2072,MULTIPOINT ((-38.20721000091721 146.152194))
vic_school_locations_2019.1770,1770,Catholic,2,1310,St Patrick's School,Primary,O,3 Dalny Road,,MURRUMBEENA,VIC,3163,3 Dalny Road,,MURRUMBEENA,VIC,3163,03 9569 7487,231,Glen Eira (C),145.0653,-37.9018,MULTIPOINT ((-37.901775000914796 145.065265))
vic_school_locations_2019.1771,1771,Catholic,2,1311,St Roch's School,Primary,O,Glenvale Road,,GLEN IRIS,VIC,3146,Glenvale Road,,GLEN IRIS,VIC,3146,03 9885 7704,635,Stonnington (C),145.0523,-37.8574,MULTIPOINT ((-37.85736400091445 145.052313))
vic_school_locations_2019.1772,1772,Independent,2,1316,St Margaret's School,Pri/Sec,O,27-47 Gloucester Ave,,BERWICK,VIC,3806,PO Box 138,,BERWICK,VIC,3806,03 9703 8111,161,Casey (C),145.3465,-38.0353,MULTIPOINT ((-38.035346000915865 145.346545))
vic_school_locations_2019.1773,1773,Independent,2,1322,Camberwell Girls Grammar School,Pri/Sec,O,2 Torrington Street,,CANTERBURY,VIC,3126,2 Torrington Street,,CANTERBURY,VIC,3126,03 9813 1166,111,Boroondara (C),145.0597,-37.8182,MULTIPOINT ((-37.818211000914125 145.059705))
vic_school_locations_2019.1774,1774,Catholic,2,1328,St Anne's School,Primary,O,7-19 Beresford Street,,KEW EAST,VIC,3102,7-19 Beresford Street,,KEW EAST,VIC,3102,03 9859 4116,111,Boroondara (C),145.0498,-37.7954,MULTIPOINT ((-37.795380000913944 145.049813))
vic_school_locations_2019.1775,1775,Catholic,2,1342,Our Lady of Perpetual Help School,Primary,O,2 Wilana Street,,RINGWOOD,VIC,3134,2 Wilana Street,,RINGWOOD,VIC,3134,03 9870 7227,441,Maroondah (C),145.2322,-37.8164,MULTIPOINT ((-37.81642300091412 145.232182))
vic_school_locations_2019.1776,1776,Catholic,2,1343,St Francis Xavier's School,Primary,O,90 Mayona Road,,MONTMORENCY,VIC,3094,90 Mayona Road,,MONTMORENCY,VIC,3094,03 9435 8474,66,Banyule (C),145.1266,-37.716,MULTIPOINT ((-37.716007680913286 145.1265613))
vic_school_locations_2019.1777,1777,Catholic,2,1347,St Joseph's School,Primary,O,Constitution Hill Road,,SORRENTO,VIC,3943,Constitution Hill Road,,SORRENTO,VIC,3943,03 5984 1291,534,Mornington Peninsula (S),144.7418,-38.3405,MULTIPOINT ((-38.34047200091822 144.741801))
vic_school_locations_2019.1778,1778,Catholic,2,1354,St Cecilia's School,Primary,O,4 Van Ness Avenue,,GLEN IRIS,VIC,3146,4 Van Ness Avenue,,GLEN IRIS,VIC,3146,03 9809 2142,111,Boroondara (C),145.0646,-37.8501,MULTIPOINT ((-37.85009400091438 145.064602))
vic_school_locations_2019.1779,1779,Catholic,2,1368,St Joseph's School,Primary,O,28 Sandham Street,,ELSTERNWICK,VIC,3185,PO Box 511,,ELSTERNWICK,VIC,3185,03 9528 1614,231,Glen Eira (C),145.0053,-37.8825,MULTIPOINT ((-37.88251000091465 145.005287))
vic_school_locations_2019.1780,1780,Catholic,2,1373,St Joseph's School,Primary,O,17 Fitzroy Avenue,,RED CLIFFS,VIC,3496,17 Fitzroy Avenue,,RED CLIFFS,VIC,3496,03 5024 1654,478,Mildura (RC),142.188,-34.3023,MULTIPOINT ((-34.302350000878754 142.187959))
vic_school_locations_2019.1781,1781,Independent,2,1377,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,O,395 Barkers Road,,KEW,VIC,3101,P.O. Box 252,,BALWYN,VIC,3103,03 9817 6135,111,Boroondara (C),145.0522,-37.8159,MULTIPOINT ((-37.815934000914105 145.052212))
vic_school_locations_2019.1782,1782,Catholic,2,1383,St Peter's School,Primary,O,32 Wedge Street,,EPPING,VIC,3076,32 Wedge Street,,EPPING,VIC,3076,03 9401 1157,707,Whittlesea (C),145.0275,-37.6505,MULTIPOINT ((-37.65054200091275 145.027548))
vic_school_locations_2019.1783,1783,Catholic,2,1386,Santa Maria College,Secondary,O,50 Separation Street,,NORTHCOTE,VIC,3070,PO Box 679,,NORTHCOTE,VIC,3070,03 9489 7644,189,Darebin (C),145.0025,-37.7704,MULTIPOINT ((-37.77035600091373 145.00248))
vic_school_locations_2019.1784,1784,Catholic,2,1393,Sacred Heart School,Primary,O,2 Mora Avenue,,OAKLEIGH,VIC,3166,2 Mora Avenue,,OAKLEIGH,VIC,3166,03 8574 4500,497,Monash (C),145.0869,-37.9018,MULTIPOINT ((-37.901835000914794 145.086915))
vic_school_locations_2019.1785,1785,Catholic,2,1398,St Mark's School,Primary,O,118 Argyle Street,,FAWKNER,VIC,3060,118 Argyle Street,,FAWKNER,VIC,3060,03 9359 6463,525,Moreland (C),144.9636,-37.7163,MULTIPOINT ((-37.71627800091329 144.963618))
vic_school_locations_2019.1786,1786,Catholic,2,1406,St John the Baptist School,Primary,O,17 Forest Road,,FERNTREE GULLY,VIC,3156,17 Forest Road,,FERNTREE GULLY,VIC,3156,03 9758 1013,367,Knox (C),145.2952,-37.8874,MULTIPOINT ((-37.887382000914684 145.295174))
vic_school_locations_2019.1787,1787,Catholic,2,1407,St John's School,Primary,O,490 Whitehorse Road,,MITCHAM,VIC,3132,PO Box 115,,MITCHAM,VIC,3132,03 9874 1575,698,Whitehorse (C),145.1904,-37.8174,MULTIPOINT ((-37.81744500091412 145.190401))
vic_school_locations_2019.1788,1788,Catholic,2,1408,St Mary's School,Primary,O,121-143 McLennan Street,,MOOROOPNA,VIC,3629,PO Box 259,,MOOROOPNA,VIC,3629,03 5825 2858,283,Greater Shepparton (C),145.3542,-36.3961,MULTIPOINT ((-36.39605000090146 145.35422))
vic_school_locations_2019.1789,1789,Catholic,2,1412,St Raphael's School,Primary,O,Cooper Street,,PRESTON WEST,VIC,3072,Cooper Street,,PRESTON WEST,VIC,3072,03 9478 8374,189,Darebin (C),144.9926,-37.7341,MULTIPOINT ((-37.73409800091343 144.99262299999998))
vic_school_locations_2019.1790,1790,Catholic,2,1415,St Kevin's College,Pri/Sec,O,31 Moonga Road,,TOORAK,VIC,3142,31 Moonga Road,,TOORAK,VIC,3142,03 9822 0911,635,Stonnington (C),145.0247,-37.8354,MULTIPOINT ((-37.83539710091427 145.0246967))
vic_school_locations_2019.1791,1791,Catholic,2,1416,St John the Baptist's School,Primary,O,Station Street,,KOO WEE RUP,VIC,3981,PO Box 39,,KOO WEE RUP,VIC,3981,03 5997 1653,145,Cardinia (S),145.4853,-38.1975,MULTIPOINT ((-38.19746400091712 145.485268))
vic_school_locations_2019.1792,1792,Catholic,2,1422,St Vincent de Paul's School,Primary,O,92 - 114 Woodland Street,,STRATHMORE,VIC,3041,92 - 114 Woodland Street,,STRATHMORE,VIC,3041,03 9379 5723,506,Moonee Valley (C),144.9241,-37.7421,MULTIPOINT ((-37.7421420009135 144.92413))
vic_school_locations_2019.1793,1793,Catholic,2,1425,St Joseph's College Geelong,Secondary,O,135 Aphrasia Street,,NEWTOWN,VIC,3220,135 Aphrasia Street,,NEWTOWN,VIC,3220,03 5226 8100,275,Greater Geelong (C),144.3319,-38.1502,MULTIPOINT ((-38.15020500091676 144.33186299999997))
vic_school_locations_2019.1794,1794,Catholic,2,1429,St Joseph's School,Primary,O,33 St John's Avenue,,SPRINGVALE,VIC,3171,33 St John's Avenue,,SPRINGVALE,VIC,3171,03 9546 8223,267,Greater Dandenong (C),145.1503,-37.9532,MULTIPOINT ((-37.953229000915215 145.150344))
vic_school_locations_2019.1795,1795,Catholic,2,1431,St Bede's College,Secondary,O,2 Mentone Parade,,MENTONE,VIC,3194,2 Mentone Parade,,MENTONE,VIC,3194,03 9582 5999,343,Kingston (C),145.0682,-37.9912,MULTIPOINT ((-37.99116100091551 145.068214))
vic_school_locations_2019.1796,1796,Catholic,2,1438,Holy Name School,Primary,O,12 Robb Street,,PRESTON EAST,VIC,3073,12 Robb Street,,PRESTON EAST,VIC,3073,03 9471 0883,189,Darebin (C),145.0186,-37.7303,MULTIPOINT ((-37.73026100091342 145.01857399999997))
vic_school_locations_2019.1797,1797,Catholic,2,1445,Siena College Ltd,Secondary,O,815 Riversdale Road,,CAMBERWELL,VIC,3124,815 Riversdale Road,,CAMBERWELL,VIC,3124,03 9835 0200,111,Boroondara (C),145.0826,-37.8337,MULTIPOINT ((-37.83366200091424 145.08257499999996))
vic_school_locations_2019.1798,1798,Catholic,2,1459,St Bernard's School,Primary,O,36 Patterson Street,,COBURG EAST,VIC,3058,36 Patterson Street,,COBURG EAST,VIC,3058,03 9384 8500,525,Moreland (C),144.9727,-37.7474,MULTIPOINT ((-37.74742200091355 144.972708))
vic_school_locations_2019.1799,1799,Catholic,2,1461,St Benedict's School,Primary,O,3-9 Central Avenue,,BURWOOD,VIC,3125,3-9 Central Avenue,,BURWOOD,VIC,3125,03 9808 8551,698,Whitehorse (C),145.0974,-37.8495,MULTIPOINT ((-37.849495990914384 145.0973996))
vic_school_locations_2019.1800,1800,Catholic,2,1465,St Oliver Plunkett's School,Primary,O,1-39 Landells Road,,PASCOE VALE,VIC,3044,PO Box 667,,PASCOE VALE,VIC,3044,03 9354 5411,525,Moreland (C),144.9419,-37.7309,MULTIPOINT ((-37.730886000913415 144.94185499999998))
vic_school_locations_2019.1801,1801,Catholic,2,1466,Corpus Christi School,Primary,O,380 Geelong Road,,KINGSVILLE,VIC,3012,380 Geelong Road,,KINGSVILLE,VIC,3012,03 9314 7303,433,Maribyrnong (C),144.8729,-37.8085,MULTIPOINT ((-37.80853200091405 144.872915))
vic_school_locations_2019.1802,1802,Catholic,2,1470,St Robert's School,Primary,O,13 Nicholas Street,,NEWTOWN,VIC,3220,13 Nicholas Street,,NEWTOWN,VIC,3220,03 5221 1075,275,Greater Geelong (C),144.343,-38.1564,MULTIPOINT ((-38.156410000916814 144.343009))
vic_school_locations_2019.1803,1803,Catholic,2,1471,St Bernard's College,Secondary,O,41 Rosehill Road,,ESSENDON,VIC,3040,41 Rosehill Road,,ESSENDON,VIC,3040,03 9289 1000,506,Moonee Valley (C),144.8832,-37.7494,MULTIPOINT ((-37.749392000913566 144.8832))
vic_school_locations_2019.1804,1804,Catholic,2,1473,Whitefriars College Inc,Secondary,O,156 Park Road,,DONVALE,VIC,3111,156 Park Road,,DONVALE,VIC,3111,03 9872 8200,421,Manningham (C),145.1995,-37.7918,MULTIPOINT ((-37.79180000091391 145.199541))
vic_school_locations_2019.1805,1805,Catholic,2,1477,St Michael's School,Primary,O,268 High Street,,ASHBURTON,VIC,3147,268 High Street,,ASHBURTON,VIC,3147,03 9885 3105,111,Boroondara (C),145.0825,-37.8641,MULTIPOINT ((-37.8641280009145 145.082484))
vic_school_locations_2019.1806,1806,Catholic,2,1480,St Mary's School,Primary,O,131 Powells Road,,CLARKES HILL,VIC,3352,131 Powells Road,,CLARKES HILL,VIC,3352,03 5334 5280,515,Moorabool (S),143.9887,-37.5004,MULTIPOINT ((-37.50039900091149 143.988696))
vic_school_locations_2019.1807,1807,Catholic,2,1481,Our Lady of the Sacred Heart College,Secondary,O,111 Jasper Road,,BENTLEIGH,VIC,3204,111 Jasper Road,,BENTLEIGH,VIC,3204,03 8520 9200,231,Glen Eira (C),145.0399,-37.9257,MULTIPOINT ((-37.92572300091499 145.039942))
vic_school_locations_2019.1808,1808,Catholic,2,1482,St Bede's School,Primary,O,2 Marwal Avenue,,BALWYN NORTH,VIC,3104,2 Marwal Avenue,,BALWYN NORTH,VIC,3104,03 8851 4651,111,Boroondara (C),145.0709,-37.7935,MULTIPOINT ((-37.79352300091392 145.070901))
vic_school_locations_2019.1809,1809,Catholic,2,1485,Salesian College,Secondary,O,10 Bosco Street,,CHADSTONE,VIC,3148,10 Bosco Street,,CHADSTONE,VIC,3148,03 9807 2644,497,Monash (C),145.1003,-37.8827,MULTIPOINT ((-37.88273500091464 145.100257))
vic_school_locations_2019.1810,1810,Catholic,2,1488,St Patrick's School,Primary,O,29 Leahy Street,,NHILL,VIC,3418,PO Box 113,,NHILL,VIC,3418,03 5391 1575,298,Hindmarsh (S),141.643,-36.3354,MULTIPOINT ((-36.33541200090087 141.64304))
vic_school_locations_2019.1811,1811,Catholic,2,1489,St Margaret's School,Primary,O,83 St Albans Road,,GEELONG EAST,VIC,3219,83 St Albans Road,,GEELONG EAST,VIC,3219,03 5229 7453,275,Greater Geelong (C),144.3739,-38.1646,MULTIPOINT ((-38.164624000916874 144.373926))
vic_school_locations_2019.1812,1812,Independent,2,1490,Mount Scopus Memorial College,Pri/Sec,O,245 Burwood Highway,,BURWOOD,VIC,3125,245 Burwood Highway,,BURWOOD,VIC,3125,03 9834 0000,698,Whitehorse (C),145.1178,-37.8472,MULTIPOINT ((-37.847216000914365 145.117774))
vic_school_locations_2019.1813,1813,Catholic,2,1493,St Kieran's School,Primary,O,Lloyd Street,,MOE,VIC,3825,Lloyd Street,,MOE,VIC,3825,03 5127 3606,381,Latrobe (C),146.2536,-38.1794,MULTIPOINT ((-38.179369000916985 146.253555))
vic_school_locations_2019.1814,1814,Catholic,2,1495,Marcellin College,Secondary,O,160 Bulleen Road,,BULLEEN,VIC,3105,160 Bulleen Road,,BULLEEN,VIC,3105,03 9851 1589,421,Manningham (C),145.0827,-37.7748,MULTIPOINT ((-37.774782000913774 145.082675))
vic_school_locations_2019.1815,1815,Catholic,2,1497,Marist-Sion College,Secondary,O,165 Burke Street,,WARRAGUL,VIC,3820,165 Burke Street,,WARRAGUL,VIC,3820,03 5623 5944,83,Baw Baw (S),145.9153,-38.159,MULTIPOINT ((-38.159029000916824 145.915266))
vic_school_locations_2019.1816,1816,Independent,2,1498,Henderson College,Pri/Sec,O,806-816 Cowra Ave,,IRYMPLE,VIC,3498,PO Box 491,,IRYMPLE,VIC,3498,03 5024 5192,478,Mildura (RC),142.1593,-34.2226,MULTIPOINT ((-34.22260600087781 142.159259))
vic_school_locations_2019.1817,1817,Catholic,2,1499,St Theresa's School,Primary,O,16 Drummartin Street,,ALBION,VIC,3020,16 Drummartin Street,,ALBION,VIC,3020,03 9311 9070,118,Brimbank (C),144.8202,-37.7822,MULTIPOINT ((-37.78219300091383 144.820196))
vic_school_locations_2019.1818,1818,Catholic,2,1500,St Bernadette's School,Primary,O,53 Stanley Street,,IVANHOE WEST,VIC,3079,PO Box 3109,,IVANHOE NORTH,VIC,3079,03 9499 3914,66,Banyule (C),145.0341,-37.7631,MULTIPOINT ((-37.76306300091368 145.034125))
vic_school_locations_2019.1819,1819,Catholic,2,1501,St Colman's School,Primary,O,46 Dunlop Street,,MORTLAKE,VIC,3272,PO Box 42,,MORTLAKE,VIC,3272,03 5599 2285,549,Moyne (S),142.802,-38.0799,MULTIPOINT ((-38.07993674091622 142.8020236))
vic_school_locations_2019.1820,1820,Catholic,2,1503,St Agnes' School,Primary,O,Peterson Street,,HIGHETT,VIC,3190,Peterson Street,,HIGHETT,VIC,3190,03 9532 0344,91,Bayside (C),145.0318,-37.9461,MULTIPOINT ((-37.946096000915155 145.031826))
vic_school_locations_2019.1821,1821,Catholic,2,1505,Our Lady of the Assumption School,Primary,O,9 Centre Dandenong Road,,CHELTENHAM,VIC,3192,9 Centre Dandenong Road,,CHELTENHAM,VIC,3192,03 9584 9488,343,Kingston (C),145.0597,-37.9655,MULTIPOINT ((-37.965505000915314 145.059713))
vic_school_locations_2019.1822,1822,Independent,2,1508,Nunawading Christian College-Primary,Primary,O,Laughlin Ave,,NUNAWADING,VIC,3131,Laughlin Ave,,NUNAWADING,VIC,3131,03 9878 9927,698,Whitehorse (C),145.1701,-37.8219,MULTIPOINT ((-37.82192000091415 145.17004999999997))
vic_school_locations_2019.1823,1823,Catholic,2,1509,Sacred Heart School,Primary,O,35 Wicklow Avenue,35 Wicklow Avenue,CROYDON,VIC,3136,PO Box 149,35 Wicklow Avenue,CROYDON,VIC,3136,03 9724 4333,441,Maroondah (C),145.2728,-37.7975,MULTIPOINT ((-37.79749000091396 145.272793))
vic_school_locations_2019.1824,1824,Catholic,2,1510,St Malachy's School,Primary,O,34 Lake Street,,EDENHOPE,VIC,3318,34 Lake Street,,EDENHOPE,VIC,3318,03 5585 1396,689,West Wimmera (S),141.3,-37.034,MULTIPOINT ((-37.03402800090741 141.300045))
vic_school_locations_2019.1825,1825,Independent,2,1511,Heritage College,Pri/Sec,O,333 Centre Road,,NARRE WARREN SOUTH,VIC,3805,PO Box 293,,BERWICK,VIC,3806,03 9796 0100,161,Casey (C),145.3165,-38.0502,MULTIPOINT ((-38.05021500091598 145.31651899999997))
vic_school_locations_2019.1826,1826,Catholic,2,1512,St Mary's School,Primary,O,Myrtle Street,,ALEXANDRA,VIC,3714,PO Box 151,,ALEXANDRA,VIC,3714,03 5772 1500,562,Murrindindi (S),145.7134,-37.1913,MULTIPOINT ((-37.19126800090882 145.713385))
vic_school_locations_2019.1827,1827,Catholic,2,1513,Resurrection House,Primary,O,6 Aberfeldie Street,,ESSENDON,VIC,3040,6 Aberfeldie Street,,ESSENDON,VIC,3040,03 9337 0084,506,Moonee Valley (C),144.9052,-37.7566,MULTIPOINT ((-37.75664800091362 144.905195))
vic_school_locations_2019.1828,1828,Independent,2,1515,Adass Israel School,Pri/Sec,O,10-12 King Street,,ELSTERNWICK,VIC,3185,PO Box 23,,ELSTERNWICK,VIC,3185,03 9523 6422,231,Glen Eira (C),145.0082,-37.8839,MULTIPOINT ((-37.88389900091465 145.008205))
vic_school_locations_2019.1829,1829,Catholic,2,1516,Holy Spirit School,Primary,O,197 Clarendon Street,,THORNBURY EAST,VIC,3071,197 Clarendon Street,,THORNBURY EAST,VIC,3071,03 9480 0391,189,Darebin (C),145.0162,-37.7608,MULTIPOINT ((-37.76084500091366 145.01619))
vic_school_locations_2019.1830,1830,Catholic,2,1521,Sacred Heart School,Primary,O,Winifred Street,,ST ALBANS,VIC,3021,PO Box 252,,ST ALBANS,VIC,3021,03 9366 0266,118,Brimbank (C),144.8001,-37.7377,MULTIPOINT ((-37.73769000091347 144.800053))
vic_school_locations_2019.1831,1831,Catholic,2,1522,St Thomas The Apostle School,Primary,O,67 Central Road,,BLACKBURN,VIC,3130,PO Box 395,,BLACKBURN,VIC,3130,03 9878 8268,698,Whitehorse (C),145.1574,-37.8232,MULTIPOINT ((-37.823247000914165 145.157434))
vic_school_locations_2019.1832,1832,Catholic,2,1523,St Mary's School,Primary,O,5-7 Southam Street,,RUSHWORTH,VIC,3612,5-7 Southam Street,,RUSHWORTH,VIC,3612,03 5856 1347,137,Campaspe (S),145.0112,-36.5878,MULTIPOINT ((-36.5877950009033 145.011203))
vic_school_locations_2019.1833,1833,Catholic,2,1524,St Michael's School,Primary,O,Davis Street,,HEYFIELD,VIC,3858,PO Box 93,,HEYFIELD,VIC,3858,03 5148 2514,681,Wellington (S),146.7843,-37.9808,MULTIPOINT ((-37.980751490915424 146.7842665))
vic_school_locations_2019.1834,1834,Catholic,2,1525,St Thomas Aquinas School,Primary,O,51 Plume Street,,NORLANE,VIC,3214,P.O. Box 291,,NORTH GEELONG,VIC,3215,03 5275 3560,275,Greater Geelong (C),144.3588,-38.0902,MULTIPOINT ((-38.090171000916285 144.35882))
vic_school_locations_2019.1835,1835,Catholic,2,1526,St Pius X School,Primary,O,431 Waterdale Road,,HEIDELBERG WEST,VIC,3081,431 Waterdale Road,,HEIDELBERG WEST,VIC,3081,03 9457 3776,66,Banyule (C),145.0463,-37.7469,MULTIPOINT ((-37.746924000913545 145.04629))
vic_school_locations_2019.1836,1836,Catholic,2,1527,St Margaret Mary's School,Primary,O,181 Hudsons Road,,SPOTSWOOD,VIC,3015,181 Hudsons Road,,SPOTSWOOD,VIC,3015,03 9391 3118,311,Hobsons Bay (C),144.8777,-37.8291,MULTIPOINT ((-37.82908400091422 144.877732))
vic_school_locations_2019.1837,1837,Catholic,2,1528,Monivae College,Secondary,O,133 Ballarat Road,,HAMILTON,VIC,3300,PO Box 423,,HAMILTON,VIC,3300,03 5551 1200,626,Southern Grampians (S),142.0495,-37.742,MULTIPOINT ((-37.7420370909135 142.0494536))
vic_school_locations_2019.1838,1838,Catholic,2,1529,St Mary Magdalen's School,Primary,O,15 Bambil Street,,CHADSTONE,VIC,3148,15 Bambil Street,,CHADSTONE,VIC,3148,03 9807 0315,497,Monash (C),145.1012,-37.8798,MULTIPOINT ((-37.87977600091463 145.101198))
vic_school_locations_2019.1839,1839,Catholic,2,1530,St Anthony's School,Primary,O,90 Buckley Street,,NOBLE PARK,VIC,3174,90 Buckley Street,,NOBLE PARK,VIC,3174,03 9546 0044,267,Greater Dandenong (C),145.1724,-37.9717,MULTIPOINT ((-37.971710000915365 145.172427))
vic_school_locations_2019.1840,1840,Catholic,2,1531,St Peter's School,Primary,O,16 Mary Street,,CLAYTON,VIC,3168,16 Mary Street,,CLAYTON,VIC,3168,03 9544 3032,497,Monash (C),145.1219,-37.9231,MULTIPOINT ((-37.92314000091497 145.121859))
vic_school_locations_2019.1841,1841,Catholic,2,1532,St Joseph's School,Primary,O,33 Lascelles Street,,HOPETOUN,VIC,3396,PO Box 186,,HOPETOUN,VIC,3396,03 5083 3296,763,Yarriambiack (S),142.3622,-35.7239,MULTIPOINT ((-35.7239300008947 142.362192))
vic_school_locations_2019.1842,1842,Independent,2,1533,Yeshivah College,Pri/Sec,O,88 Hotham Street,,ST KILDA EAST,VIC,3183,88 Hotham Street,,ST KILDA EAST,VIC,3183,03 9522 8222,231,Glen Eira (C),145.0003,-37.8681,MULTIPOINT ((-37.86812200091453 145.00034099999996))
